1.02,-0.04,-0.11,-30,-41,85
1.02,0.02,-0.16,-31,-41,83
1.05,-0.05,-0.15,-32,-40,84
1.08,-0.09,-0.13,-31,-42,84
1.03,0.02,-0.2,-31,-41,84
1,-0.06,-0.14,-31,-38,85
0.99,-0.04,-0.14,-31,-38,85
1.02,-0.01,-0.15,-31,-39,84
1.02,0.01,-0.15,-31,-41,85
1.06,0.05,-0.18,-32,-42,85
1.02,0.08,-0.16,-34,-43,85
0.98,0.03,-0.21,-35,-40,85
1.03,-0.02,-0.15,-35,-40,86
1.03,0.02,-0.16,-34,-40,86
1.09,0,-0.17,-33,-40,86
1.05,-0.01,-0.16,-31,-39,85
1,-0.04,-0.14,-32,-38,85
1,-0.03,-0.13,-32,-38,85
1.06,-0.01,-0.15,-32,-40,84
1.09,0.07,-0.17,-32,-41,84
1.05,0.14,-0.15,-32,-39,85
0.94,0.18,-0.17,-31,-37,84
0.9,0.04,-0.03,-31,-39,85
1.14,0.15,-0.13,-33,-49,85
1.11,0.31,-0.17,-32,-49,87
0.97,0.26,-0.14,-30,-42,88
0.98,0.15,-0.12,-32,-37,88
0.97,0.19,-0.12,-34,-37,88
0.97,0.21,-0.08,-34,-38,89
1.01,0.21,-0.1,-31,-42,89
0.99,0.25,-0.1,-30,-43,89
0.91,0.27,-0.08,-29,-42,89
0.96,0.26,-0.11,-29,-41,89
1.05,0.18,-0.04,-32,-43,88
1.2,-0.06,0.07,-34,-46,90
1.23,0,0.01,-33,-46,89
1.02,0.19,-0.02,-34,-35,88
0.99,-0.15,0.09,-37,-37,85
0.9,-0.18,-0.01,-43,-39,84
0.99,-0.05,0.02,-46,-42,74
1.06,-0.03,-0.09,-32,-40,78
0.98,-0.03,-0.06,-33,-40,84
0.99,-0.03,-0.04,-36,-39,87
0.99,-0.06,-0.05,-38,-40,87
1.12,0.03,-0.01,-40,-42,84
1.12,-0.01,-0.07,-38,-45,85
1.16,-0.02,-0.05,-37,-44,84
1.09,0.12,-0.07,-36,-41,84
1.04,0.04,-0.06,-35,-40,85
0.93,-0.16,-0.02,-39,-40,82
0.99,-0.22,-0.01,-41,-38,80
0.98,-0.23,0.01,-44,-36,79
0.9,-0.24,0.02,-38,-34,81
0.93,-0.24,0.03,-38,-34,83
0.97,-0.22,0.02,-34,-36,82
0.93,-0.22,0.02,-32,-36,82
0.96,-0.25,0.09,-36,-37,81
1.26,0.09,0.15,-36,-51,82
1.37,0.14,0.07,-40,-57,85
1.24,0.21,-0.03,-38,-59,88
1.13,0.05,0.18,-37,-46,93
1.04,0.28,-0.15,-34,-33,99
0.73,0.37,-0.07,-28,-29,94
0.75,0.29,0.01,-29,-32,93
0.87,0.24,0.02,-33,-38,94
0.94,0.18,-0.01,-37,-44,93
1.08,0.11,0.07,-31,-44,95
1.03,0.06,0.13,-29,-44,87
1.07,0.1,0.06,-29,-43,83
1.03,0.19,-0.01,-34,-45,87
1.04,0.2,-0.03,-32,-45,89
1.02,0.26,-0.08,-31,-43,86
0.98,0.26,-0.02,-32,-41,88
0.93,0.35,-0.02,-33,-39,91
0.87,0.32,-0.03,-32,-37,94
0.91,0.29,-0.05,-31,-40,95
0.95,0.32,-0.07,-29,-40,96
0.96,0.36,-0.07,-26,-44,95
0.9,0.38,-0.04,-27,-42,94
0.94,0.39,-0.01,-32,-44,94
1.17,0.15,0.17,-47,-51,95
1.73,-0.25,0.31,-51,-57,97
1.09,0.56,-0.07,-37,-49,83
