0.79,0.24,0.42,-38,-44,94
0.81,0.25,0.37,-36,-41,92
0.83,0.2,0.38,-36,-40,92
0.86,0.26,0.37,-35,-40,89
0.74,0.23,0.32,-33,-40,87
0.9,0.07,0.35,-32,-42,88
1.4,0.01,0.13,-29,-52,88
1.4,-0.09,-0.2,-24,-47,83
1.38,-0.22,-0.1,-22,-42,82
1.05,0.37,-0.16,-21,-42,80
1.02,-0.28,-0.05,-23,-35,81
1,-0.18,-0.17,-24,-34,82
0.81,0.07,-0.02,-26,-35,84
1.02,0.05,-0.11,-27,-35,84
1.11,0.06,-0.12,-27,-39,83
1,0,0,-30,-39,85
0.99,0,-0.02,-31,-38,84
0.92,-0.01,0.03,-31,-38,85
1,0.02,0.01,-31,-38,85
1.07,0.24,0.05,-28,-43,83
0.96,-0.12,0.02,-27,-42,83
0.97,-0.02,-0.02,-29,-37,84
0.99,0.17,0.1,-30,-39,84
0.97,0,0.15,-28,-40,86
0.97,0.15,0.06,-28,-42,84
1.08,0.29,-0.03,-30,-41,87
1.19,0.07,0.04,-31,-43,86
1.06,0.14,-0.03,-32,-44,86
0.9,0.06,-0.08,-31,-37,87
0.85,0.06,-0.1,-32,-32,87
0.79,0.06,-0.08,-32,-33,87
0.85,0.02,-0.09,-30,-32,85
1.22,0.22,-0.21,-22,-38,82
1.2,-0.14,-0.26,-17,-47,81
1.46,-0.01,-0.13,-25,-48,84
1.44,-0.37,0.62,-31,-58,86
1.02,0.48,0.18,-30,-57,85
0.7,0.32,0.24,-37,-30,91
0.97,-0.13,0.44,-46,-42,95
1.03,0.02,0.2,-46,-45,96
0.83,0.21,0.35,-40,-38,92
0.98,0.02,0.24,-36,-37,89
1,-0.06,0.23,-35,-40,89
0.89,0.02,0.25,-36,-39,90
0.96,-0.06,0.21,-35,-40,87
0.94,-0.08,0.24,-32,-39,85
0.96,-0.04,0.16,-33,-38,84
1.17,0.08,0.2,-36,-40,88
1.28,0.24,0.21,-38,-45,91
0.72,0.33,0.33,-39,-48,92
0.79,0.1,0.31,-42,-47,96
0.89,0.13,0.29,-43,-47,98
0.79,0.41,0.17,-41,-43,96
0.74,0.43,0.28,-38,-37,93
0.76,0.35,0.27,-36,-34,97
0.85,0.3,0.51,-37,-41,96
0.82,0.28,0.42,-38,-41,100
0.78,0.29,0.35,-34,-41,98
0.84,0.22,0.39,-34,-41,99
0.78,0.21,0.39,-32,-41,99
0.78,0.26,0.32,-29,-41,96
1.13,0.11,0.29,-37,-48,90
1.37,0.16,0.1,-47,-50,80
1.48,-0.25,-0.22,-23,-48,85
1.37,0.19,-0.08,-19,-50,74
1.01,-0.01,-0.06,-12,-44,76
0.96,-0.39,-0.11,-20,-33,85
0.86,-0.16,-0.12,-26,-32,84
0.79,0.06,-0.03,-26,-30,85
0.87,-0.03,-0.05,-26,-30,87
0.96,-0.04,-0.07,-27,-34,86
1.14,0.09,-0.13,-29,-40,86
1.07,0.2,-0.04,-32,-40,86
1.27,0.48,0.16,-34,-52,87
0.77,-0.11,0.1,-32,-46,87
0.88,-0.3,0.03,-34,-34,89
1.25,0.17,-0.24,-32,-35,89
0.99,0.11,-0.12,-30,-44,88
0.93,-0.13,0.07,-27,-42,86
0.97,-0.15,-0.12,-25,-36,83
0.97,-0.22,-0.14,-27,-34,83
0.99,-0.16,-0.04,-26,-41,82
1.07,-0.18,-0.07,-22,-47,79
1.44,0.07,0.09,-23,-50,78
1.32,0.13,-0.02,-27,-61,84
1.05,-0.07,0.3,-33,-45,89
0.97,0.14,0.13,-36,-39,91
0.77,0.08,0.27,-38,-35,95
0.95,0.08,0.29,-39,-39,95
0.98,0.22,0.16,-39,-43,97
0.91,0.19,0.2,-39,-42,97
0.87,0.16,0.17,-40,-40,96
0.85,0.27,0.06,-40,-37,94
0.68,0.24,0.15,-39,-37,92
0.74,0.11,0.22,-35,-35,91
0.96,-0.05,0.38,-36,-37,90
1.84,-0.27,0.52,-35,-49,91
1.16,0.48,0.2,-27,-56,83
1.03,-0.08,0.45,-32,-38,87
1.02,-0.01,0.25,-40,-40,94
0.65,0.15,0.15,-44,-43,94
0.8,0.13,0.25,-40,-42,96
0.99,0.45,0.07,-39,-46,94
0.86,0.22,0.26,-38,-43,92
0.8,0.21,0.27,-39,-39,92
0.85,0.26,0.21,-37,-37,93
0.86,0.3,0.37,-34,-36,94
