1.02,0.05,-0.17,-8,-20,74
1.03,0.05,-0.17,-9,-19,74
1.02,0.04,-0.17,-8,-19,74
1.02,0.05,-0.15,-8,-19,74
1.02,0.05,-0.17,-8,-19,74
1.02,0.04,-0.15,-9,-19,74
1.02,0.04,-0.17,-8,-19,74
1.02,0.04,-0.17,-8,-19,74
1.03,0.04,-0.17,-9,-20,73
1.02,0.04,-0.17,-8,-20,71
1.03,0.03,-0.18,-8,-19,70
1.02,0.05,-0.15,-7,-18,67
1.01,0.05,-0.17,-10,-15,65
1.01,0.04,-0.16,-10,-14,67
1.02,0.03,-0.17,-9,-14,69
1.01,0.04,-0.17,-10,-13,68
1.02,0.05,-0.18,-10,-12,66
1.03,0.04,-0.21,-11,-9,64
1.03,0.06,-0.2,-13,-6,64
1.03,0.06,-0.21,-13,-5,63
1.02,0.04,-0.19,-21,-4,62
1.02,0.04,-0.21,-28,-4,60
1.03,0.04,-0.22,-32,-3,60
1.04,0.04,-0.22,-36,-3,64
1.04,0.04,-0.23,-35,-1,70
1.01,0.04,-0.21,-32,0,74
1.01,0.04,-0.2,-27,4,78
1.03,0.06,-0.22,-25,7,81
1.03,0.06,-0.21,-16,9,81
1.03,0.05,-0.18,-9,9,78
1.03,0.04,-0.18,-4,8,79
1.03,0.03,-0.18,-2,8,76
1.05,0.06,-0.15,-1,7,73
1.11,0.14,-0.18,0,8,69
1.02,0.15,-0.09,0,5,63
1.03,0.14,-0.1,-1,4,61
1.01,0.19,-0.09,-5,0,55
0.98,0.17,-0.09,-14,-5,47
0.97,0.19,-0.11,-25,-9,45
0.98,0.17,-0.13,-35,-13,43
0.91,0.06,-0.17,-38,-16,48
0.96,-0.03,-0.17,-36,-15,54
1.16,0.01,-0.24,-31,-11,62
1.01,-0.08,-0.23,-28,-6,68
0.98,-0.2,-0.16,-24,0,74
1.03,-0.17,-0.08,-14,5,78
1.05,-0.16,-0.06,1,5,80
1.08,0.06,-0.04,3,13,89
1.19,0.28,-0.04,-2,20,91
1.06,0.19,-0.16,-18,28,94
1.1,0.05,-0.14,-26,26,81
0.99,0.05,-0.14,-31,22,75
0.95,0.02,-0.09,-28,16,74
1.02,0.05,-0.03,-22,17,72
0.97,0.08,-0.04,-8,15,65
0.98,0.08,-0.06,-3,15,63
1.01,0.12,-0.12,1,14,58
0.92,0.13,-0.09,-11,16,60
0.91,-0.01,-0.05,-21,16,63
1.17,-0.1,-0.04,-27,13,61
1.02,-0.06,-0.01,-31,10,59
